City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
577,Parrita,CR,82.98,overcast clouds,9.5201,-84.3225,Beso del Viento
580,Dzilam Gonzalez,MX,78.71,broken clouds,21.2833,-88.9333,posadas
583,Kaihua,CN,82.76,overcast clouds,23.3687,104.28,Zhongyu Hotel
584,Tupik,RU,73.72,scattered clouds,54.4253,119.9327,Guest House Orkhideya
586,Magnolia,US,73.08,clear sky,33.2671,-93.2393,Budget Inn
588,Sibolga,ID,87.28,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
589,Ranikhet,IN,73.94,broken clouds,29.65,79.4167,Bay Berry by One Earth
590,Manor,IN,84.92,broken clouds,19.75,72.9167,Vegas Hotel And Lodging.
592,Pontal Do Parana,BR,66.2,light rain,-25.6533,-48.5128,Eco Hostel Residencial Bananeiras
593,Puerto Ayacucho,VE,74.55,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
595,Maragheh,IR,79.07,few clouds,37.3917,46.2398,Maragheh Grand Hotel
596,Najran,SA,88.45,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
597,Moog,PH,86.49,broken clouds,8.6011,124.4658,"Pantalan, moog, laguindingan, misamis oriental"
598,Saint-Pierre,RE,74.28,few clouds,-21.3393,55.4781,Lindsey Hôtel
599,Aleksandrov Gay,RU,80.96,clear sky,50.147,48.5704,Gostinitsa I.p. Yes'kov A.v
601,Grand Island,US,79.75,clear sky,40.925,-98.342,Fairfield Inn & Suites by Marriott Grand Island
603,Bonthe,SL,75.24,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
605,Mezhdurechensk,RU,68.05,light rain,53.6942,88.0603,Apartments Mezhdurechensk
607,Along,IN,81.18,overcast clouds,28.1667,94.7667,Hotel West
609,Banikoara,BJ,70.75,moderate rain,11.2985,2.4386,Hôtel de l'UCom CVPC
612,Goiania,BR,69.49,clear sky,-16.6786,-49.2539,San Marino Suite Hotel Goiânia
613,Mocajuba,BR,69.87,broken clouds,-2.5842,-49.5072,Hotel Saylon
614,Cabra,ES,71.91,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
615,Kankon,IN,84.0,overcast clouds,15.0167,74.0167,Palolem Beach Resort
617,Waddan,LY,86.18,clear sky,29.1614,16.139,محل الشريف محمد العايب
619,Vilyuysk,RU,73.24,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
621,Kavaratti,IN,81.95,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
622,Jasper,US,76.68,clear sky,37.2001,-94.3502,Guest House Motel
624,Goderich,CA,72.91,scattered clouds,43.7501,-81.7165,Harmony Inn
625,Alyangula,AU,77.36,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
626,Boa Vista,BR,76.98,clear sky,2.8197,-60.6733,Aipana Plaza Hotel
630,Boffa,GN,72.81,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
633,Pierre,US,74.05,light rain,44.3683,-100.351,Ramkota Hotel
635,Bandarbeyla,SO,81.43,scattered clouds,9.4942,50.8122,JABIR HOTEL
637,Katsuura,JP,84.24,heavy intensity rain,35.1333,140.3,Katsuura Hotel Mikazuki
638,Tonekabon,IR,87.75,broken clouds,36.8163,50.8738,Hotel Sadra
640,Emerald,AU,72.88,clear sky,-23.5333,148.1667,The Irish Village
641,Murud,IN,84.24,few clouds,18.3258,72.965,On Point Plaza
645,Barinas,VE,77.04,scattered clouds,8.6226,-70.2075,Hotel Mastranto Suite
646,Chernyanka,RU,71.15,moderate rain,50.9409,37.8069,"Tsentral'naya, Gostinitsa"
647,Alekseyevka,RU,76.41,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
651,Coahuayana,MX,76.17,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
654,Sal Rei,CV,75.76,overcast clouds,16.1833,-22.9167,Marine Club Beach Resort
655,Mocuba,MZ,66.02,clear sky,-16.8392,36.9856,Phama Lodge
656,Marsa Matruh,EG,79.0,few clouds,31.3525,27.2453,Beau Site
657,Fort Smith,US,76.42,clear sky,35.3859,-94.3986,Hampton Inn Fort Smith
658,Andradina,BR,67.64,broken clouds,-20.8961,-51.3794,DELTA HOTEL
659,Portobelo,PA,77.41,overcast clouds,9.55,-79.65,Scuba Portobelo
660,Saryozek,KZ,83.57,overcast clouds,44.3583,77.9753,Gostinitsa
661,Kodinar,IN,84.63,overcast clouds,20.7903,70.7031,residency of N.B vadhel
662,Sumter,US,78.03,scattered clouds,28.7086,-82.0831,Paradise Oaks RV Resort
667,Hovd,MN,67.41,clear sky,48.0056,91.6419,Hotel Khovd
668,Jaciara,BR,69.24,overcast clouds,-15.9653,-54.9683,Taba Hotel
671,Winneba,GH,77.47,broken clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
672,Ocean City,US,73.98,broken clouds,39.2776,-74.5746,Biscayne Suites
673,Chateaubelair,VC,79.41,scattered clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
674,Sadasivpet,IN,86.81,scattered clouds,17.6212,77.9503,Anantha sai medical & General store
677,Katherine,AU,82.72,clear sky,-14.4667,132.2667,Pine Tree Motel
679,Sault Sainte Marie,CA,66.49,mist,46.5168,-84.3333,Comfort Inn
680,Freetown,SL,74.89,overcast clouds,8.484,-13.2299,The Country Lodge Hotel
683,Ordu,TR,68.5,overcast clouds,40.9086,37.6845,Orencik Koyu Muhtarligi
684,Vasto,IT,71.46,few clouds,42.1243,14.7059,Hotel President
685,Altamira,BR,69.37,few clouds,-3.2033,-52.2064,Requinte Hotel
686,Chlorakas,CY,84.54,few clouds,34.8042,32.4083,Elysium Hotel
690,Albion,US,67.62,light rain,42.2431,-84.753,Days Inn by Wyndham Albion
691,Cabedelo,BR,72.27,broken clouds,-6.9811,-34.8339,Hotel Pigalle
695,Daudnagar,IN,86.18,overcast clouds,25.0333,84.4,Ramanuj Kumar advocate
697,Kozhevnikovo,RU,65.25,overcast clouds,56.2589,83.9714,"Gostinitsa ""Ot zakata do rassveta"""
699,Salem,IN,84.58,broken clouds,11.65,78.1667,YMCA PROGRAM CENTRE
705,Balkhash,KZ,83.01,clear sky,46.844,74.9804,Family
708,Maharajganj,IN,89.76,overcast clouds,27.1333,83.5667,Pt. Deen Dayal Hostel
709,Big Spring,US,81.88,clear sky,32.2504,-101.4787,Hampton Inn & Suites Big Spring
711,Ipixuna,BR,78.75,scattered clouds,-1.7625,-48.8043,Casa da Oscarina
712,Bagaces,CR,76.93,overcast clouds,10.5271,-85.2548,Cabinas Tamarindo Bagaces
715,Ust-Tarka,RU,78.17,scattered clouds,55.5672,75.705,Pearl of Siberia
716,Heihe,CN,73.98,clear sky,50.2441,127.4902,Hotel Strannik
717,Tonantins,BR,73.0,few clouds,-2.8731,-67.8022,Hotel Rei Davi
719,Roebourne,AU,77.23,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
720,Drummondville,CA,71.08,scattered clouds,45.8834,-72.4824,Hôtel et Suites Le Dauphin Drummondville
724,Van Buren,US,76.41,clear sky,35.4368,-94.3483,Hampton Inn Van Buren
726,Kulhudhuffushi,MV,82.81,overcast clouds,6.6221,73.07,Hondaafushi Island Resort
727,Summerville,US,80.8,light rain,33.0185,-80.1757,Sleep Inn Summerville-Charleston
728,Mogok,MM,72.72,overcast clouds,22.9167,96.5,MOGOK HILL HOTEL
729,Gibara,CU,81.72,clear sky,21.1097,-76.1317,Sol y Mar
730,Hobyo,SO,78.31,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
732,San Andres,CO,82.42,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
734,Pemangkat,ID,86.92,broken clouds,1.1667,108.9667,Ramah Kost KITA
737,Kupang,ID,88.38,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
738,Fiumicino,IT,76.08,clear sky,41.7675,12.2291,Al Porticciolo Hotel
741,Hailar,CN,79.88,broken clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
743,Casa Nova,BR,71.58,few clouds,-9.4167,-41.1333,Pousada e Restaurante Dona Xinha
744,Zhangjiakou,CN,85.03,few clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
748,Kendari,ID,81.0,overcast clouds,-3.945,122.4989,Hotel Wixel
749,Otukpo,NG,70.41,light rain,7.1913,8.1329,Queen s Hotel
750,Benguela,AO,69.6,clear sky,-12.5763,13.4055,Hotel Praia Morena
753,North Augusta,US,76.14,overcast clouds,33.5018,-81.9651,Ramada by Wyndham Augusta Downtown Hotel & Conference Center
754,Autazes,BR,75.11,scattered clouds,-3.5797,-59.1306,Apart hotel Tupinambá
755,Praia,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
757,Gasa,PS,84.18,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
758,Nelson Bay,AU,68.95,clear sky,-32.7167,152.15,Mantra Nelson Bay
760,Pacific Grove,US,69.26,few clouds,36.6177,-121.9166,Lovers Point Inn
761,Zarubino,RU,77.72,broken clouds,42.63,131.0922,"""Okean"" Baza Otdykha"
762,Zhigalovo,RU,66.15,overcast clouds,54.8097,105.1578,"Hotel ""Lenatur"""
763,Tripoli,LY,82.76,clear sky,32.8752,13.1875,Hotel Al-Safwa
769,Del Rio,US,82.51,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
770,Baruun-Urt,MN,89.4,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
771,Bahia De Caraquez,EC,71.78,broken clouds,-0.6,-80.4167,Saiananda
772,Montepuez,MZ,65.53,scattered clouds,-13.1256,38.9997,PembaAparthotel
774,Pidhorodne,UA,72.64,few clouds,48.5753,35.1068,Комфорт
775,Auburn,US,68.54,broken clouds,47.3073,-122.2284,La Quinta Inn & Suites by Wyndham Auburn
778,Puerto Del Rosario,ES,71.35,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
779,Shevchenkove,UA,78.58,moderate rain,49.6959,37.1735,Hotelʹ Komunalʹnoho Pidpryyemstva Akva
780,Jacareacanga,BR,72.25,clear sky,-6.2222,-57.7528,Casa do Ian😎
782,Namatanai,PG,83.16,light rain,-3.6667,152.4333,Seagulls Inn Namatani
783,Shimoda,JP,80.96,light rain,34.6667,138.95,Shimoda Tokyu Hotel
784,Pochutla,MX,75.81,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
785,Port Keats,AU,88.03,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
786,Rantepao,ID,78.78,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
787,Bonnyville,CA,69.12,overcast clouds,54.2668,-110.735,Best Western Bonnyville Inn & Suites
788,Majene,ID,86.65,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
789,Arlit,NE,89.65,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
790,Makat,KZ,85.32,clear sky,47.6469,53.3463,Umit
791,Razole,IN,89.89,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
793,Lop Buri,TH,89.62,overcast clouds,14.7981,100.654,ลพบุรีอินน์ รีสอร์ท Lopburi Inn Resort
795,Sembabule,UG,67.53,clear sky,-0.0772,31.4567,Rainbow Motel ( Sembabule )
796,Amalner,IN,89.31,broken clouds,21.05,75.0667,Government Rest House
797,Mayo,US,76.08,clear sky,38.8876,-76.5119,Resorts Resource Group International
798,Wenling,CN,84.63,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
800,Deep River,CA,68.95,overcast clouds,46.1001,-77.4995,Deep River Motel
801,Yuksekova,TR,74.03,broken clouds,37.5736,44.2872,Hotel Grand Yılmaz
803,Basco,PH,83.64,light rain,20.4487,121.9702,Nathaniel's Lodge
806,Alcudia,ES,74.7,clear sky,39.8532,3.1214,Zafiro Tropic
807,Abha,SA,69.62,few clouds,18.2164,42.5053,Abha Hotel
809,Labuhan,ID,88.34,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
811,Rae Bareli,IN,89.73,moderate rain,26.2167,81.2333,Hotel Ashirwad Inn
813,Redlands,US,86.83,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
814,Sayyan,YE,68.04,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
818,Bastia,FR,72.3,clear sky,42.6667,9.3333,Hotel Santa Maria
819,Barreiras,BR,71.6,scattered clouds,-12.1528,-44.99,Príncipe Hotel
820,Suntar,RU,77.16,broken clouds,62.1444,117.6319,Дом у Мамы
822,Guamuchil,MX,81.75,overcast clouds,25.4667,-108.1,Hotel Heredia
825,Kyshtovka,RU,73.96,clear sky,56.555,76.6271,Uyutnaya Mini-Hotel
827,Batticaloa,LK,87.17,moderate rain,7.7102,81.6924,Grand Star Guest House
828,Oktyabrskiy,RU,69.46,scattered clouds,54.4815,53.471,Уязы-Тау гостиница
832,Camacha,PT,69.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
834,Lodwar,KE,77.34,scattered clouds,3.1191,35.5973,Solmar Gracious Hotel
835,Shunyi,CN,89.55,clear sky,40.125,116.6453,Beijing Mingchen Holiday Hotel
836,Kerkini,GR,80.67,clear sky,41.2167,23.0833,Morfi Hotel
838,Lianran,CN,79.34,broken clouds,24.9227,102.485,半岛酒店
840,Bud,US,73.9,broken clouds,39.447,-86.1758,Ted McQuinn Trust
